"","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Tenure","MonthlyCharge","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Churn_Yes","Techie_Yes","Port_modem_Yes","Tablet_Yes","InternetService_Fiber_Optic","InternetService_None","Phone_Yes","Multiple_Yes","OnlineSecurity_Yes","OnlineBackup_Yes","DeviceProtection_Yes","TechSupport_Yes","StreamingTV_Yes","StreamingMovies_Yes","PaperlessBilling_Yes","PaymentMethod_Credit_Card_(automatic)","PaymentMethod_Electronic_Check","PaymentMethod_Mailed_Check"
"69",5.785085772,16,1,1,7.120096363,127.442069,4,3,4,5,3,5,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"70",7.251198724,14,2,0,10.04672315,114.983787,2,2,3,4,3,3,4,4,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
"71",8.943293567,15,2,1,8.156552837,187.656013,4,4,4,3,4,3,3,4,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0
"72",6.076260652,13,0,0,4.627672042,220.161527,3,3,3,3,4,3,3,3,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0
"73",8.353693631,11,4,0,4.568682641,220.161527,2,1,2,4,3,5,3,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1
"74",10.74539526,10,0,1,6.085030507,139.965008,3,3,4,2,4,4,3,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
"75",11.36323648,12,1,1,2.730250735,159.951231,3,3,3,6,3,6,5,4,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
"76",2.310584634,14,1,0,8.574901206,184.949594,2,3,2,4,4,2,1,3,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
"77",5.290318715,10,0,0,9.743201772,252.637807,5,5,3,4,4,4,4,5,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1
"78",5.258274954,8,1,0,9.482919033,112.455141,4,5,4,4,4,4,5,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"79",7.410590719,9,0,1,11.71637124,174.976769,5,4,5,4,4,4,4,4,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0
"80",11.29945603,14,1,0,2.887429547,192.440432,4,5,3,4,4,2,4,2,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
"81",11.30748265,15,0,2,3.303030246,182.460772,4,4,4,5,2,4,4,4,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"82",13.71555406,14,1,0,3.237560234,137.461553,4,4,3,3,2,3,4,2,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
"83",15.40917963,15,2,0,2.733109234,217.472533,5,4,4,4,3,5,5,3,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
"84",14.01485542,16,1,1,11.73724209,262.610632,2,3,2,4,4,3,2,2,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
"85",14.62784306,17,2,0,7.006240694,152.488401,6,5,5,3,6,4,4,4,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0
"86",10.50187888,13,0,0,5.905906389,162.452604,5,5,4,3,5,4,4,4,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1
"87",12.34250072,12,2,1,3.260462654,184.961033,3,4,3,3,4,4,4,4,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1
"88",15.38627887,12,2,0,2.600063739,162.482694,3,3,2,3,4,4,4,3,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
"89",10.68024546,13,2,1,11.92299244,182.467607,4,3,4,3,4,3,4,3,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
"90",7.602570192,7,2,0,8.4944392,149.948316,4,3,2,3,5,2,4,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
"91",9.217689334,12,1,1,8.044444101,149.959755,5,6,4,4,3,5,5,4,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0
"92",4.372034777,7,1,0,15.50354683,164.985293,3,3,3,2,7,3,4,3,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1
"93",10.59285179,11,0,3,13.88004531,159.965008,2,3,3,5,4,3,2,3,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
"94",11.2369761,11,3,2,12.64742067,162.471255,4,4,3,4,4,4,5,4,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
"95",12.53830949,9,2,1,15.64596698,240.114868,3,4,4,3,3,5,4,3,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"96",12.8219418,12,1,1,23.00764441,240.114868,4,3,3,4,3,4,4,3,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0
"97",10.51043963,12,0,0,13.01107597,240.114868,3,4,4,2,4,2,5,2,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
"98",11.05420024,14,0,0,8.08137067,107.495766,3,3,3,3,5,2,4,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
"99",8.174495258,8,5,0,1.875430489,152.502178,1,3,2,3,4,3,3,3,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0
"100",15.74015572,14,2,1,11.64983735,220.132293,5,6,4,4,2,3,5,4,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0
"101",14.89835355,9,2,1,10.25635754,174.961766,4,3,4,4,3,3,5,4,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0
"102",13.62135046,14,1,1,3.892407013,202.443347,3,3,3,2,3,1,3,2,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
"103",7.130431693,5,1,0,3.756359276,137.439154,2,2,3,5,3,1,2,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"104",8.359515606,13,1,0,2.905283283,102.474625,2,2,1,5,4,3,4,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
"105",9.42799205,17,3,0,1.474810061,252.637807,4,3,4,3,3,3,3,5,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0
"106",10.95510131,11,0,1,18.56165869,194.999168,4,2,3,4,2,5,4,3,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0
"107",10.8621377,16,1,0,12.39088509,242.610632,5,4,5,4,3,4,3,5,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
"108",7.352533505,15,2,0,14.17192333,127.458638,2,3,1,3,3,1,4,3,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
"109",10.79191234,18,1,0,3.043063167,174.975543,4,3,3,3,3,4,3,5,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0
"110",6.511921085,12,0,1,4.648958177,162.511928,5,5,5,4,3,4,4,3,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0
"111",10.70500472,14,1,0,11.96274778,119.95684,4,4,4,4,2,5,5,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
"112",11.58410296,11,0,1,4.525864256,137.439154,4,3,4,3,5,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"113",12.63643487,18,0,0,19.83504645,225.178625,3,2,2,2,5,3,2,4,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0
"114",16.68178185,8,2,0,15.85002222,232.637807,5,4,5,5,2,4,4,3,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0
"115",11.08409914,10,2,1,15.94935291,117.472036,4,4,3,2,5,3,2,4,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
"116",12.99948061,12,1,1,11.94550648,137.469817,3,4,4,3,3,4,2,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
"117",11.17949466,14,1,1,16.03360405,220.132293,3,4,4,4,3,2,3,2,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
"118",18.19542503,14,0,0,2.73951266,159.947583,1,2,2,4,4,3,3,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"119",5.458806701,10,2,0,10.28430068,255.155493,3,3,2,3,4,2,2,2,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0
"120",6.918984305,9,1,0,6.945736396,159.947583,4,5,4,4,3,3,4,4,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
"121",14.84155042,8,3,0,9.999416271,139.987503,4,4,4,4,4,3,3,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
"122",12.66717474,15,2,0,6.035737465,179.947583,2,3,2,4,4,2,4,2,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
"123",11.43786808,13,0,1,9.004964377,127.473844,5,6,4,4,5,5,5,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
"124",11.30215199,12,1,1,12.02106494,195.006206,4,3,2,3,4,2,3,2,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0
"125",9.513085538,10,1,0,5.049303717,267.642733,4,4,2,3,4,3,4,3,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0
"126",8.272244827,11,3,0,16.0708543,157.483594,3,3,4,6,2,4,4,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
"127",12.4703522,8,1,0,25.8634566,255.133571,2,3,3,2,5,2,4,2,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0
"128",9.362849722,12,2,0,12.84490034,179.965581,3,4,4,5,3,4,4,3,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1
"129",17.41324465,10,0,1,16.59325254,174.976769,3,4,3,3,4,4,3,3,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0
"130",13.43700846,11,0,0,20.35456039,187.609354,4,4,4,3,3,4,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
"131",11.95206054,7,0,1,12.00925702,169.937833,4,4,4,3,4,3,3,3,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0
"132",4.550449856,17,2,1,2.861423443,115.002061,2,3,3,4,4,3,2,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
"133",6.09060584,11,2,0,14.20349453,152.462354,4,3,3,3,3,2,3,2,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0
"134",10.2863601,10,1,1,4.98152586,207.609354,2,2,4,3,4,1,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0
"135",11.17709222,12,0,2,23.12150846,147.503078,3,3,3,3,3,3,3,2,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0
"136",9.321265424,14,0,0,15.28108311,210.151777,4,4,2,4,5,3,3,6,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0
"137",3.564651961,9,2,0,4.135827839,159.965581,4,4,2,3,3,5,4,2,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
"138",7.779622319,12,3,0,9.740709475,190.173699,2,2,3,4,5,2,3,2,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0
"139",7.738373361,11,2,0,11.86252419,134.950905,2,2,2,4,2,4,4,4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
"140",14.04748759,21,0,1,6.73327535,114.997564,4,4,5,2,2,4,4,3,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"141",8.284591121,8,1,0,10.57197066,242.628057,3,2,1,3,5,3,3,6,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0
"142",6.269792565,20,0,0,3.379756569,202.443347,3,2,4,3,3,3,4,2,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0
"143",10.00344746,14,0,1,14.96503088,225.145743,5,5,5,2,5,4,4,4,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1
"144",11.2714618,14,1,0,11.45675389,287.642733,2,2,2,5,4,4,4,3,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0
"145",8.477982632,19,0,0,11.04076215,177.65076,3,4,3,4,3,4,5,6,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0
"146",9.753145376,19,0,1,7.425503428,220.114868,3,2,4,3,3,5,2,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
"147",11.62771397,15,0,0,9.068119482,175.133074,2,2,1,1,4,3,3,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1
"148",6.114030983,11,0,1,1.926789854,147.478341,3,3,4,5,5,4,2,3,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
"149",4.575363954,13,0,0,23.103996,235.159141,4,5,4,4,3,4,5,4,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1
"150",13.42263904,9,0,0,5.104873611,147.460067,4,4,4,4,3,4,6,5,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
"151",3.559550725,8,1,0,6.877942744,232.637807,4,3,3,3,4,3,3,3,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1
"152",7.287197615,16,3,0,1.586331702,129.948316,4,3,3,3,4,3,3,4,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"153",11.30031859,18,3,0,3.778174405,242.632554,4,3,5,3,3,4,5,4,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0
"154",10.26519974,17,0,0,11.58276897,187.609354,4,4,4,3,3,4,3,4,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
"155",10.93514898,16,1,1,3.940297464,159.947583,3,3,5,5,2,4,4,5,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"156",2.98020454,11,0,0,11.38099891,137.487242,4,4,3,4,3,3,4,3,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
"157",12.29165611,11,0,1,12.75609778,117.439154,3,3,3,3,4,3,3,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"158",7.259022839,10,1,0,5.201330266,137.516476,6,5,5,4,2,4,5,3,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0
"159",10.97274944,10,0,1,12.42120946,207.475448,3,3,4,3,4,2,4,3,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0
"160",11.87042081,14,1,0,8.134438503,160.00128,4,4,4,1,7,3,2,3,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0
"161",15.27146446,12,2,1,18.35541838,139.981577,3,3,4,4,4,3,5,5,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"162",7.014445177,8,0,1,7.62779591,220.132293,3,2,3,2,3,5,4,3,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1
"163",10.88047174,15,1,2,14.14101821,270.160419,3,3,3,3,4,2,4,4,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0
"164",7.248946018,10,1,2,16.84928353,172.47417,4,4,4,3,3,3,4,3,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0
"165",9.53003591,16,1,1,3.834727471,137.468388,4,4,4,3,4,3,2,4,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0
"166",13.93422217,11,1,0,9.821728297,172.484753,3,3,3,3,5,2,3,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0
"167",3.405050602,11,2,0,9.183905417,124.97808,5,5,4,4,4,4,3,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"168",10.69284712,8,2,1,8.892893007,174.991856,2,3,2,4,4,2,3,3,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0
"169",10.11985468,11,0,0,7.661226872,92.488023,4,5,4,2,4,3,3,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
"170",5.863179258,16,0,0,12.4767812,139.965008,4,5,3,5,2,6,5,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"171",13.357551,8,0,0,2.462148717,192.470522,3,3,4,3,2,2,4,3,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"172",4.586902043,14,0,0,7.272649386,232.622804,5,5,5,4,2,4,5,4,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0
